OrderNumber,OrderItem,YEAR,MONTH,Date,Customer,CustDescr,City,SalesOrg,Country,Product,ProdDescr,ProdCat,CatDescr,Division,SalesQuantity,UnitOfMeasure,Currency,Revenue,Discount,Revenue USD,Discount USD,Costs in USD
213042,10,2015,9,9/10/2015,9000,SoCal Bikes,Irvine,UW00,US,HVBD1000,Hoverboard,EBI,E Bike,BI,2,ST,USD,680.86,20.43,680.86,20.43,414.7
213042,20,2015,9,9/10/2015,9000,SoCal Bikes,Irvine,UW00,US,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,14,ST,USD,47660.41,1429.81,47660.41,1429.81,22578.08
213042,30,2015,9,9/10/2015,9000,SoCal Bikes,Irvine,UW00,US,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,9,ST,USD,32681.42,980.44,32681.42,980.44,15551.28
213042,40,2015,9,9/10/2015,9000,SoCal Bikes,Irvine,UW00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,1,ST,USD,1929.11,57.87,1929.11,57.87,1094.35
213042,50,2015,9,9/10/2015,9000,SoCal Bikes,Irvine,UW00,US,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,4,ST,USD,13617.26,408.52,13617.26,408.52,6450.88
213042,60,2015,9,9/10/2015,9000,SoCal Bikes,Irvine,UW00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,5,ST,USD,9645.56,289.37,9645.56,289.37,5471.75
213043,10,2015,9,9/11/2015,6000,Windy City Bikes,Chicago,UE00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,4,ST,USD,127.09,3.81,127.09,3.81,64.52
213043,20,2015,9,9/11/2015,6000,Windy City Bikes,Chicago,UE00,US,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,6,ST,USD,21787.62,653.63,21787.62,653.63,10367.52
213043,30,2015,9,9/11/2015,6000,Windy City Bikes,Chicago,UE00,US,RHMT1000,Road Helmet,ACC,Accessoire,AS,1,ST,USD,56.74,1.7,56.74,1.7,28.8
213044,10,2015,9,9/12/2015,1000,Rocky Mountain Bikes,Denver,UW00,US,DXTR1000,Deluxe Touring Bike-Black,TOU,Touring Bike,BI,9,ST,USD,30638.84,919.17,30638.84,919.17,14514.48
213044,20,2015,9,9/12/2015,1000,Rocky Mountain Bikes,Denver,UW00,US,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,4,ST,USD,18156.35,544.69,18156.35,544.69,10137.12
213044,30,2015,9,9/12/2015,1000,Rocky Mountain Bikes,Denver,UW00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,9,ST,USD,285.96,8.58,285.96,8.58,145.17
213045,10,2015,9,9/12/2015,6000,Windy City Bikes,Chicago,UE00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,4,ST,USD,127.09,3.81,127.09,3.81,64.52
213045,20,2015,9,9/12/2015,6000,Windy City Bikes,Chicago,UE00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,4,ST,USD,127.09,3.81,127.09,3.81,64.52
213045,30,2015,9,9/12/2015,6000,Windy City Bikes,Chicago,UE00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,7,ST,USD,222.42,6.67,222.42,6.67,112.91
213045,40,2015,9,9/12/2015,6000,Windy City Bikes,Chicago,UE00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,9,ST,USD,17362.01,520.86,17362.01,520.86,9849.15
213045,50,2015,9,9/12/2015,6000,Windy City Bikes,Chicago,UE00,US,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,1,ST,USD,1929.11,57.87,1929.11,57.87,1151.94
213046,10,2015,9,9/12/2015,8000,Motown Bikes,Detroit,UE00,US,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,7,ST,USD,13503.78,405.11,13503.78,405.11,8063.58
213046,20,2015,9,9/12/2015,8000,Motown Bikes,Detroit,UE00,US,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,5,ST,USD,9645.56,289.37,9645.56,289.37,5759.7
213046,30,2015,9,9/12/2015,8000,Motown Bikes,Detroit,UE00,US,ORWN1000,Women's Off Road Bike Fully,ORB,Offroad Bike,BI,1,ST,USD,2836.93,85.11,2836.93,85.11,1439.93
213046,40,2015,9,9/12/2015,8000,Motown Bikes,Detroit,UE00,US,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,1,ST,USD,3631.27,108.94,3631.27,108.94,1727.92
213046,50,2015,9,9/12/2015,8000,Motown Bikes,Detroit,UE00,US,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,8,ST,USD,14525.08,435.75,14525.08,435.75,8294
213046,60,2015,9,9/12/2015,8000,Motown Bikes,Detroit,UE00,US,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,1,ST,USD,4539.09,136.17,4539.09,136.17,2534.28
213046,70,2015,9,9/12/2015,8000,Motown Bikes,Detroit,UE00,US,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,7,ST,USD,13503.78,405.11,13503.78,405.11,8063.58
213047,10,2015,9,9/13/2015,5000,Beantown Bikes,Boston,UE00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,1,ST,USD,31.77,1.59,31.77,1.59,16.13
213047,20,2015,9,9/13/2015,5000,Beantown Bikes,Boston,UE00,US,HVBD1000,Hoverboard,EBI,E Bike,BI,7,ST,USD,2383.02,119.15,2383.02,119.15,1451.45
213047,30,2015,9,9/13/2015,5000,Beantown Bikes,Boston,UE00,US,SHRT1000,T-shirt,ACC,Accessoire,AS,7,ST,USD,238.3,11.92,238.3,11.92,120.96
213047,40,2015,9,9/13/2015,5000,Beantown Bikes,Boston,UE00,US,FAID1000,First Aid Kit,ACC,Accessoire,AS,8,ST,USD,363.13,18.16,363.13,18.16,184.32
213047,50,2015,9,9/13/2015,5000,Beantown Bikes,Boston,UE00,US,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,7,ST,USD,23830.21,1191.51,23830.21,1191.51,11289.04
213047,60,2015,9,9/13/2015,5000,Beantown Bikes,Boston,UE00,US,ORWN1000,Women's Off Road Bike Fully,ORB,Offroad Bike,BI,4,ST,USD,11347.72,567.39,11347.72,567.39,5759.72
213047,70,2015,9,9/13/2015,5000,Beantown Bikes,Boston,UE00,US,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,3,ST,USD,5787.34,289.37,5787.34,289.37,3455.82
213047,80,2015,9,9/13/2015,5000,Beantown Bikes,Boston,UE00,US,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,3,ST,USD,5787.34,289.37,5787.34,289.37,3455.82
213047,90,2015,9,9/13/2015,5000,Beantown Bikes,Boston,UE00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,3,ST,USD,95.32,4.77,95.32,4.77,48.39
213047,100,2015,9,9/13/2015,5000,Beantown Bikes,Boston,UE00,US,EPAD1000,Elbow Pads,ACC,Accessoire,AS,1,ST,USD,85.11,4.26,85.11,4.26,43.2
213048,10,2015,9,9/13/2015,5000,Beantown Bikes,Boston,UE00,US,SHRT1000,T-shirt,ACC,Accessoire,AS,1,ST,USD,34.04,1.7,34.04,1.7,17.28
213049,10,2015,9,9/14/2015,1000,Rocky Mountain Bikes,Denver,UW00,US,PRRD3000,Road Bike Carbon Campagnolo,ROB,Roadbike,BI,6,ST,USD,30638.84,919.17,30638.84,919.17,18661.5
213049,20,2015,9,9/14/2015,1000,Rocky Mountain Bikes,Denver,UW00,US,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,9,ST,USD,30638.84,919.17,30638.84,919.17,14514.48
213049,30,2015,9,9/14/2015,1000,Rocky Mountain Bikes,Denver,UW00,US,RKIT1000,Repair Kit,ACC,Accessoire,AS,4,ST,USD,145.25,4.36,145.25,4.36,73.72
213049,40,2015,9,9/14/2015,1000,Rocky Mountain Bikes,Denver,UW00,US,PRTR1000,Professional Touring Bike-Black,TOU,Touring Bike,BI,9,ST,USD,32681.42,980.44,32681.42,980.44,15551.28
213049,50,2015,9,9/14/2015,1000,Rocky Mountain Bikes,Denver,UW00,US,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,3,ST,USD,61.28,1.84,61.28,1.84,31.11
213049,60,2015,9,9/14/2015,1000,Rocky Mountain Bikes,Denver,UW00,US,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,2,ST,USD,40.85,1.23,40.85,1.23,20.74
213050,10,2015,9,9/14/2015,4000,Peachtree Bikes,Atlanta,UE00,US,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,2,ST,USD,3631.27,108.94,3631.27,108.94,2073.5
213050,20,2015,9,9/14/2015,4000,Peachtree Bikes,Atlanta,UE00,US,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,8,ST,USD,14525.08,435.75,14525.08,435.75,8294
213050,30,2015,9,9/14/2015,4000,Peachtree Bikes,Atlanta,UE00,US,HVBD1000,Hoverboard,EBI,E Bike,BI,6,ST,USD,2042.59,61.28,2042.59,61.28,1244.1
213051,10,2015,9,9/14/2015,4000,Peachtree Bikes,Atlanta,UE00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,7,ST,USD,13503.78,405.11,13503.78,405.11,7660.45
213051,20,2015,9,9/14/2015,4000,Peachtree Bikes,Atlanta,UE00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,7,ST,USD,13503.78,405.11,13503.78,405.11,7660.45
213051,30,2015,9,9/14/2015,4000,Peachtree Bikes,Atlanta,UE00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,3,ST,USD,95.32,2.86,95.32,2.86,48.39
213051,40,2015,9,9/14/2015,4000,Peachtree Bikes,Atlanta,UE00,US,PRRD3000,Road Bike Carbon Campagnolo,ROB,Roadbike,BI,9,ST,USD,45958.25,1378.75,45958.25,1378.75,27992.25
213051,50,2015,9,9/14/2015,4000,Peachtree Bikes,Atlanta,UE00,US,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,9,ST,USD,32681.42,980.44,32681.42,980.44,15551.28
213051,60,2015,9,9/14/2015,4000,Peachtree Bikes,Atlanta,UE00,US,FAID1000,First Aid Kit,ACC,Accessoire,AS,5,ST,USD,226.95,6.81,226.95,6.81,115.2
213052,10,2015,9,9/14/2015,4000,Peachtree Bikes,Atlanta,UE00,US,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,3,ST,USD,5787.34,173.62,5787.34,173.62,3455.82
213052,20,2015,9,9/14/2015,4000,Peachtree Bikes,Atlanta,UE00,US,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,4,ST,USD,10893.81,326.81,10893.81,326.81,5529.32
213052,30,2015,9,9/14/2015,4000,Peachtree Bikes,Atlanta,UE00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,9,ST,USD,285.96,8.58,285.96,8.58,145.17
213052,40,2015,9,9/14/2015,4000,Peachtree Bikes,Atlanta,UE00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,5,ST,USD,158.87,4.77,158.87,4.77,80.65
213052,50,2015,9,9/14/2015,4000,Peachtree Bikes,Atlanta,UE00,US,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,6,ST,USD,16340.71,490.22,16340.71,490.22,8293.98
213052,60,2015,9,9/14/2015,4000,Peachtree Bikes,Atlanta,UE00,US,PRRD3000,Road Bike Carbon Campagnolo,ROB,Roadbike,BI,9,ST,USD,45958.25,1378.75,45958.25,1378.75,27992.25
213053,10,2015,9,9/14/2015,9000,SoCal Bikes,Irvine,UW00,US,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,6,ST,USD,16340.71,490.22,16340.71,490.22,8293.98
213053,20,2015,9,9/14/2015,9000,SoCal Bikes,Irvine,UW00,US,HVBD1000,Hoverboard,EBI,E Bike,BI,6,ST,USD,2042.59,61.28,2042.59,61.28,1244.1
213053,30,2015,9,9/14/2015,9000,SoCal Bikes,Irvine,UW00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,2,ST,USD,63.55,1.91,63.55,1.91,32.26
213054,10,2015,9,9/14/2015,11000,DC Bikes,Washington DC,UE00,US,BOTL1000,Water Bottle,ACC,Accessoire,AS,4,ST,USD,90.78,2.72,90.78,2.72,46.08
213054,20,2015,9,9/14/2015,11000,DC Bikes,Washington DC,UE00,US,SHRT1000,T-shirt,ACC,Accessoire,AS,6,ST,USD,204.26,6.13,204.26,6.13,103.68
213055,10,2015,9,9/14/2015,11000,DC Bikes,Washington DC,UE00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,5,ST,USD,9645.56,289.37,9645.56,289.37,5471.75
213055,20,2015,9,9/14/2015,11000,DC Bikes,Washington DC,UE00,US,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,3,ST,USD,5787.34,173.62,5787.34,173.62,3455.82
213055,30,2015,9,9/14/2015,11000,DC Bikes,Washington DC,UE00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,6,ST,USD,190.64,5.72,190.64,5.72,96.78
213055,40,2015,9,9/14/2015,11000,DC Bikes,Washington DC,UE00,US,EPAD1000,Elbow Pads,ACC,Accessoire,AS,9,ST,USD,765.97,22.98,765.97,22.98,388.8
213055,50,2015,9,9/14/2015,11000,DC Bikes,Washington DC,UE00,US,RKIT1000,Repair Kit,ACC,Accessoire,AS,3,ST,USD,108.94,3.27,108.94,3.27,55.29
213056,10,2015,9,9/15/2015,5000,Beantown Bikes,Boston,UE00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,2,ST,USD,63.55,3.18,63.55,3.18,32.26
213056,20,2015,9,9/15/2015,5000,Beantown Bikes,Boston,UE00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,3,ST,USD,5787.34,289.37,5787.34,289.37,3283.05
213056,30,2015,9,9/15/2015,5000,Beantown Bikes,Boston,UE00,US,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,8,ST,USD,15432.89,771.64,15432.89,771.64,9215.52
213056,40,2015,9,9/15/2015,5000,Beantown Bikes,Boston,UE00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,5,ST,USD,9645.56,482.28,9645.56,482.28,5471.75
213056,50,2015,9,9/15/2015,5000,Beantown Bikes,Boston,UE00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,1,ST,USD,31.77,1.59,31.77,1.59,16.13
213056,60,2015,9,9/15/2015,5000,Beantown Bikes,Boston,UE00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,5,ST,USD,9645.56,482.28,9645.56,482.28,5471.75
213056,70,2015,9,9/15/2015,5000,Beantown Bikes,Boston,UE00,US,OHMT1000,Off Road Helmet,ACC,Accessoire,AS,2,ST,USD,113.48,5.67,113.48,5.67,57.6
213056,80,2015,9,9/15/2015,5000,Beantown Bikes,Boston,UE00,US,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,9,ST,USD,17362.01,868.1,17362.01,868.1,10367.46
213057,10,2015,9,9/15/2015,9000,SoCal Bikes,Irvine,UW00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,4,ST,USD,127.09,3.81,127.09,3.81,64.52
213057,20,2015,9,9/15/2015,9000,SoCal Bikes,Irvine,UW00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,4,ST,USD,127.09,3.81,127.09,3.81,64.52
213057,30,2015,9,9/15/2015,9000,SoCal Bikes,Irvine,UW00,US,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,7,ST,USD,25418.89,762.57,25418.89,762.57,12095.44
213057,40,2015,9,9/15/2015,9000,SoCal Bikes,Irvine,UW00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,2,ST,USD,63.55,1.91,63.55,1.91,32.26
213057,50,2015,9,9/15/2015,9000,SoCal Bikes,Irvine,UW00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,5,ST,USD,9645.56,289.37,9645.56,289.37,5471.75
213058,10,2015,9,9/16/2015,5000,Beantown Bikes,Boston,UE00,US,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,10,ST,USD,36312.69,1815.63,36312.69,1815.63,17279.2
213058,20,2015,9,9/16/2015,5000,Beantown Bikes,Boston,UE00,US,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,11,ST,USD,37447.47,1872.37,37447.47,1872.37,17739.92
213058,30,2015,9,9/16/2015,5000,Beantown Bikes,Boston,UE00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,5,ST,USD,9645.56,482.28,9645.56,482.28,5471.75
213058,40,2015,9,9/16/2015,5000,Beantown Bikes,Boston,UE00,US,SHRT1000,T-shirt,ACC,Accessoire,AS,5,ST,USD,170.22,8.51,170.22,8.51,86.4
213059,10,2015,9,9/17/2015,2000,Big Apple Bikes,New York City,UE00,US,EPAD1000,Elbow Pads,ACC,Accessoire,AS,7,ST,USD,595.76,17.87,595.76,17.87,302.4
213059,20,2015,9,9/17/2015,2000,Big Apple Bikes,New York City,UE00,US,BOTL1000,Water Bottle,ACC,Accessoire,AS,2,ST,USD,45.39,1.36,45.39,1.36,23.04
213059,30,2015,9,9/17/2015,2000,Big Apple Bikes,New York City,UE00,US,FAID1000,First Aid Kit,ACC,Accessoire,AS,9,ST,USD,408.52,12.26,408.52,12.26,207.36
213059,40,2015,9,9/17/2015,2000,Big Apple Bikes,New York City,UE00,US,SHRT1000,T-shirt,ACC,Accessoire,AS,6,ST,USD,204.26,6.13,204.26,6.13,103.68
213059,50,2015,9,9/17/2015,2000,Big Apple Bikes,New York City,UE00,US,PRTR1000,Professional Touring Bike-Black,TOU,Touring Bike,BI,6,ST,USD,21787.62,653.63,21787.62,653.63,10367.52
213059,60,2015,9,9/17/2015,2000,Big Apple Bikes,New York City,UE00,US,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,9,ST,USD,32681.42,980.44,32681.42,980.44,15551.28
213059,70,2015,9,9/17/2015,2000,Big Apple Bikes,New York City,UE00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,7,ST,USD,13503.78,405.11,13503.78,405.11,7660.45
213060,10,2015,9,9/17/2015,4000,Peachtree Bikes,Atlanta,UE00,US,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,6,ST,USD,11574.67,347.24,11574.67,347.24,6911.64
213060,20,2015,9,9/17/2015,4000,Peachtree Bikes,Atlanta,UE00,US,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,7,ST,USD,13503.78,405.11,13503.78,405.11,8063.58
213060,30,2015,9,9/17/2015,4000,Peachtree Bikes,Atlanta,UE00,US,RKIT1000,Repair Kit,ACC,Accessoire,AS,8,ST,USD,290.5,8.72,290.5,8.72,147.44
213061,10,2015,9,9/17/2015,8000,Motown Bikes,Detroit,UE00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,3,ST,USD,95.32,2.86,95.32,2.86,48.39
213061,20,2015,9,9/17/2015,8000,Motown Bikes,Detroit,UE00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,6,ST,USD,11574.67,347.24,11574.67,347.24,6566.1
213061,30,2015,9,9/17/2015,8000,Motown Bikes,Detroit,UE00,US,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,7,ST,USD,13503.78,405.11,13503.78,405.11,8063.58
213061,40,2015,9,9/17/2015,8000,Motown Bikes,Detroit,UE00,US,ORWN1000,Women's Off Road Bike Fully,ORB,Offroad Bike,BI,5,ST,USD,14184.65,425.54,14184.65,425.54,7199.65
213061,50,2015,9,9/17/2015,8000,Motown Bikes,Detroit,UE00,US,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,7,ST,USD,31773.61,953.21,31773.61,953.21,17739.96
213061,60,2015,9,9/17/2015,8000,Motown Bikes,Detroit,UE00,US,BOTL1000,Water Bottle,ACC,Accessoire,AS,7,ST,USD,158.87,4.77,158.87,4.77,80.64
213061,70,2015,9,9/17/2015,8000,Motown Bikes,Detroit,UE00,US,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,7,ST,USD,13503.78,405.11,13503.78,405.11,8063.58
213061,80,2015,9,9/17/2015,8000,Motown Bikes,Detroit,UE00,US,HVBD1000,Hoverboard,EBI,E Bike,BI,3,ST,USD,1021.29,30.64,1021.29,30.64,622.05
213062,10,2015,9,9/18/2015,1000,Rocky Mountain Bikes,Denver,UW00,US,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,4,ST,USD,7716.45,231.49,7716.45,231.49,4607.76
213062,20,2015,9,9/18/2015,1000,Rocky Mountain Bikes,Denver,UW00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,6,ST,USD,11574.67,347.24,11574.67,347.24,6566.1
213062,30,2015,9,9/18/2015,1000,Rocky Mountain Bikes,Denver,UW00,US,HVBD1000,Hoverboard,EBI,E Bike,BI,5,ST,USD,1702.16,51.06,1702.16,51.06,1036.75
213062,40,2015,9,9/18/2015,1000,Rocky Mountain Bikes,Denver,UW00,US,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,9,ST,USD,183.83,5.51,183.83,5.51,93.33
213062,50,2015,9,9/18/2015,1000,Rocky Mountain Bikes,Denver,UW00,US,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,1,ST,USD,1815.63,54.47,1815.63,54.47,1036.75
213062,60,2015,9,9/18/2015,1000,Rocky Mountain Bikes,Denver,UW00,US,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,9,ST,USD,30638.84,919.17,30638.84,919.17,14514.48
213063,10,2015,9,9/18/2015,6000,Windy City Bikes,Chicago,UE00,US,ORWN1000,Women's Off Road Bike Fully,ORB,Offroad Bike,BI,5,ST,USD,14184.65,425.54,14184.65,425.54,7199.65
213063,20,2015,9,9/18/2015,6000,Windy City Bikes,Chicago,UE00,US,ELBK1000,E-Bike Tailwind,EBI,E Bike,BI,7,ST,USD,31773.61,953.21,31773.61,953.21,20159.02
213063,30,2015,9,9/18/2015,6000,Windy City Bikes,Chicago,UE00,US,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,8,ST,USD,14525.08,435.75,14525.08,435.75,8294
213063,40,2015,9,9/18/2015,6000,Windy City Bikes,Chicago,UE00,US,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,1,ST,USD,20.43,0.61,20.43,0.61,10.37
213064,10,2015,9,9/18/2015,9000,SoCal Bikes,Irvine,UW00,US,PRTR1000,Professional Touring Bike-Black,TOU,Touring Bike,BI,6,ST,USD,21787.62,653.63,21787.62,653.63,10367.52
213064,20,2015,9,9/18/2015,9000,SoCal Bikes,Irvine,UW00,US,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,5,ST,USD,102.13,3.06,102.13,3.06,51.85
213064,30,2015,9,9/18/2015,9000,SoCal Bikes,Irvine,UW00,US,PRRD2000,Road Bike Carbon SRAM,ROB,Roadbike,BI,1,ST,USD,4766.04,142.98,4766.04,142.98,2707.07
213065,10,2015,9,9/18/2015,9000,SoCal Bikes,Irvine,UW00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,2,ST,USD,3858.22,115.75,3858.22,115.75,2188.7
213065,20,2015,9,9/18/2015,9000,SoCal Bikes,Irvine,UW00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,6,ST,USD,190.64,5.72,190.64,5.72,96.78
213065,30,2015,9,9/18/2015,9000,SoCal Bikes,Irvine,UW00,US,RHMT1000,Road Helmet,ACC,Accessoire,AS,4,ST,USD,226.95,6.81,226.95,6.81,115.2
213065,40,2015,9,9/18/2015,9000,SoCal Bikes,Irvine,UW00,US,ELBK1000,E-Bike Tailwind,EBI,E Bike,BI,3,ST,USD,13617.26,408.52,13617.26,408.52,8639.58
213066,10,2015,9,9/19/2015,5000,Beantown Bikes,Boston,UE00,US,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,2,ST,USD,3631.27,181.56,3631.27,181.56,2073.5
213067,10,2015,9,9/19/2015,5000,Beantown Bikes,Boston,UE00,US,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,13,ST,USD,44256.1,2212.81,44256.1,2212.81,20965.36
213067,20,2015,9,9/19/2015,5000,Beantown Bikes,Boston,UE00,US,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,6,ST,USD,122.56,6.13,122.56,6.13,62.22
213067,30,2015,9,9/19/2015,5000,Beantown Bikes,Boston,UE00,US,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,14,ST,USD,47660.41,2383.02,47660.41,2383.02,22578.08
213067,40,2015,9,9/19/2015,5000,Beantown Bikes,Boston,UE00,US,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,8,ST,USD,36312.69,1815.63,36312.69,1815.63,20274.24
213067,50,2015,9,9/19/2015,5000,Beantown Bikes,Boston,UE00,US,PUMP1000,Air Pump,ACC,Accessoire,AS,5,ST,USD,158.87,7.94,158.87,7.94,80.65
213067,60,2015,9,9/19/2015,5000,Beantown Bikes,Boston,UE00,US,FAID1000,First Aid Kit,ACC,Accessoire,AS,6,ST,USD,272.35,13.62,272.35,13.62,138.24
213067,70,2015,9,9/19/2015,5000,Beantown Bikes,Boston,UE00,US,DXRD2000,Road Bike Alu SRAM,ROB,Roadbike,BI,3,ST,USD,5617.12,280.86,5617.12,280.86,3283.05
213068,10,2015,9,9/19/2015,6000,Windy City Bikes,Chicago,UE00,US,ORWN1000,Women's Off Road Bike Fully,ORB,Offroad Bike,BI,1,ST,USD,2836.93,85.11,2836.93,85.11,1439.93
213068,20,2015,9,9/19/2015,6000,Windy City Bikes,Chicago,UE00,US,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,7,ST,USD,13503.78,405.11,13503.78,405.11,8063.58
213068,30,2015,9,9/19/2015,6000,Windy City Bikes,Chicago,UE00,US,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,14,ST,USD,47660.41,1429.81,47660.41,1429.81,22578.08
213069,10,2015,9,9/19/2015,9000,SoCal Bikes,Irvine,UW00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,1,ST,USD,1929.11,57.87,1929.11,57.87,1094.35
213069,20,2015,9,9/19/2015,9000,SoCal Bikes,Irvine,UW00,US,HVBD1000,Hoverboard,EBI,E Bike,BI,4,ST,USD,1361.73,40.85,1361.73,40.85,829.4
213069,30,2015,9,9/19/2015,9000,SoCal Bikes,Irvine,UW00,US,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,11,ST,USD,39943.96,1198.32,39943.96,1198.32,19007.12
213069,40,2015,9,9/19/2015,9000,SoCal Bikes,Irvine,UW00,US,DXRD2000,Road Bike Alu SRAM,ROB,Roadbike,BI,6,ST,USD,11234.24,337.03,11234.24,337.03,6566.1
213069,50,2015,9,9/19/2015,9000,SoCal Bikes,Irvine,UW00,US,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,9,ST,USD,17362.01,520.86,17362.01,520.86,9849.15
